image,date,tag,oyster_no,length.mm,width.mm,notes
polyic_outplant_tag013_20250626.jpeg,20250626,13,oyster42,10.1,8.6,
polyic_outplant_tag013_20250626.jpeg,20250626,13,oyster43,9.18,7.71,
polyic_outplant_tag013_20250626.jpeg,20250626,13,oyster44,18.85,10.84,
polyic_outplant_tag013_20250626.jpeg,20250626,13,oyster45,34,12.34,
polyic_outplant_tag013_20250626.jpeg,20250626,13,oyster46,12.53,4.55,
polyic_outplant_tag013_20250626.jpeg,20250626,13,oyster47,11.95,11.23,
polyic_outplant_tag013_20250626.jpeg,20250626,13,oyster48,10.19,7.56,
polyic_outplant_tag013_20250626.jpeg,20250626,13,oyster49,11.53,10.77,
polyic_outplant_tag013_20250626.jpeg,20250626,13,oyster50,10.83,7.03,
polyic_outplant_tag013_20250626.jpeg,20250626,13,oyster51,12.48,8.54,
polyic_outplant_tag013_20250626.jpeg,20250626,13,oyster52,13.61,9.54,
polyic_outplant_tag013_20250626.jpeg,20250626,13,oyster53,12.59,6.8,
polyic_outplant_tag013_20250626.jpeg,20250626,13,oyster54,15.6,7.76,
polyic_outplant_tag013_20250626.jpeg,20250626,13,oyster55,11.35,8.7,
polyic_outplant_tag013_20250626.jpeg,20250626,13,oyster56,7.93,7.84,
polyic_outplant_tag013_20250626.jpeg,20250626,13,oyster57,17.02,7.04,
polyic_outplant_tag013_20250626.jpeg,20250626,13,oyster58,13.81,6.83,
polyic_outplant_tag013_20250626.jpeg,20250626,13,oyster59,8.41,8.23,
polyic_outplant_tag013_20250626.jpeg,20250626,13,oyster60,12.18,7.35,
polyic_outplant_tag013_20250626.jpeg,20250626,13,oyster61,13.8,6.46,
polyic_outplant_tag013_20250626.jpeg,20250626,13,oyster62,10.91,6.98,
polyic_outplant_tag013_20250626.jpeg,20250626,13,oyster63,12.4,6.2,
polyic_outplant_tag013_20250626.jpeg,20250626,13,oyster64,10.55,6.78,
polyic_outplant_tag013_20250626.jpeg,20250626,13,oyster65,18.21,5.62,
polyic_outplant_tag013_20250626.jpeg,20250626,13,oyster66,12.43,7.29,
polyic_outplant_tag013_20250626.jpeg,20250626,13,oyster67,15.58,6.67,
polyic_outplant_tag013_20250626.jpeg,20250626,13,oyster68,10.7,5.42,
polyic_outplant_tag013_20250626.jpeg,20250626,13,oyster69,8.49,5.6,
polyic_outplant_tag013_20250626.jpeg,20250626,13,oyster70,37.72,6.1,
polyic_outplant_tag013_20250626.jpeg,20250626,13,oyster71,7.96,5.89,
polyic_outplant_tag013_20250626.jpeg,20250626,13,oyster72,29.79,2.63,
polyic_outplant_tag013_20250626.jpeg,20250626,13,oyster73,12.53,6.49,
polyic_outplant_tag013_20250626.jpeg,20250626,13,oyster74,9.81,5.96,
polyic_outplant_tag013_20250626.jpeg,20250626,13,oyster75,10.2,5.24,
polyic_outplant_tag013_20250626.jpeg,20250626,13,oyster76,8.69,6.63,
polyic_outplant_tag013_20250626.jpeg,20250626,13,oyster77,13.62,6.66,
polyic_outplant_tag013_20250626.jpeg,20250626,13,oyster78,10.5,5.6,
polyic_outplant_tag013_20250626.jpeg,20250626,13,oyster79,15.28,6.44,
polyic_outplant_tag013_20250626.jpeg,20250626,13,oyster80,10.08,5.51,
polyic_outplant_tag013_20250626.jpeg,20250626,13,oyster81,9.5,6.96,
polyic_outplant_tag013_20250626.jpeg,20250626,13,oyster82,10.82,5.37,
polyic_outplant_tag013_20250626.jpeg,20250626,13,oyster83,7.95,5.62,
polyic_outplant_tag013_20250626.jpeg,20250626,13,oyster84,10.25,5.53,
polyic_outplant_tag013_20250626.jpeg,20250626,13,oyster85,10.77,6.52,
polyic_outplant_tag013_20250626.jpeg,20250626,13,oyster86,9.48,3.97,
polyic_outplant_tag013_20250626.jpeg,20250626,13,oyster87,15.56,5.75,
polyic_outplant_tag013_20250626.jpeg,20250626,13,oyster88,9.45,6.34,
polyic_outplant_tag013_20250626.jpeg,20250626,13,oyster89,8.76,3.78,
polyic_outplant_tag013_20250626.jpeg,20250626,13,oyster90,8.99,6.65,
polyic_outplant_tag013_20250626.jpeg,20250626,13,oyster91,11.24,6.24,
polyic_outplant_tag013_20250626.jpeg,20250626,13,oyster92,16.6,7.38,
polyic_outplant_tag013_20250626.jpeg,20250626,13,oyster93,8.35,7.4,
polyic_outplant_tag013_20250626.jpeg,20250626,13,oyster94,7.42,6.26,
polyic_outplant_tag013_20250626.jpeg,20250626,13,oyster95,8.02,5.08,
polyic_outplant_tag013_20250626.jpeg,20250626,13,oyster96,8.2,6.57,
polyic_outplant_tag013_20250626.jpeg,20250626,13,oyster97,7.18,6.56,
polyic_outplant_tag013_20250626.jpeg,20250626,13,oyster98,9.03,6.31,
polyic_outplant_tag013_20250626.jpeg,20250626,13,oyster99,7,5.5,
polyic_outplant_tag013_20250626.jpeg,20250626,13,oyster100,10.57,6.37,
polyic_outplant_tag013_20250626.jpeg,20250626,13,oyster101,11.16,8.5,
polyic_outplant_tag013_20250626.jpeg,20250626,13,oyster102,9.42,5.18,
polyic_outplant_tag013_20250626.jpeg,20250626,13,oyster103,9.71,8.24,
polyic_outplant_tag013_20250626.jpeg,20250626,13,oyster104,7.52,4.17,
polyic_outplant_tag013_20250626.jpeg,20250626,13,oyster105,12.02,3.77,
polyic_outplant_tag013_20250626.jpeg,20250626,13,oyster106,5.21,4.9,
polyic_outplant_tag013_20250626.jpeg,20250626,13,oyster107,11.86,6.48,
polyic_outplant_tag013_20250626.jpeg,20250626,13,oyster108,4.62,4.51,
polyic_outplant_tag013_20250626.jpeg,20250626,13,oyster109,10.88,5.34,
polyic_outplant_tag013_20250626.jpeg,20250626,13,oyster110,11.57,6.59,
polyic_outplant_tag013_20250626.jpeg,20250626,13,oyster111,8.11,4.48,
polyic_outplant_tag013_20250626.jpeg,20250626,13,oyster112,12.63,8.79,
polyic_outplant_tag013_20250626.jpeg,20250626,13,oyster113,7.08,4.37,
polyic_outplant_tag013_20250626.jpeg,20250626,13,oyster114,11.13,4.77,
polyic_outplant_tag013_20250626.jpeg,20250626,13,oyster115,6.84,4.35,
polyic_outplant_tag013_20250626.jpeg,20250626,13,oyster116,9.42,5.77,
polyic_outplant_tag013_20250626.jpeg,20250626,13,oyster117,10.36,6.27,
polyic_outplant_tag013_20250626.jpeg,20250626,13,oyster118,12.86,3.51,
polyic_outplant_tag013_20250626.jpeg,20250626,13,oyster119,17.52,2.4,
polyic_outplant_tag013_20250626.jpeg,20250626,13,oyster120,9.8,3.8,
polyic_outplant_tag013_20250626.jpeg,20250626,13,oyster121,8.14,3.46,
polyic_outplant_tag013_20250626.jpeg,20250626,13,oyster122,6.26,3.88,
polyic_outplant_tag013_20250626.jpeg,20250626,13,oyster123,6.87,3.59,
polyic_outplant_tag013_20250626.jpeg,20250626,13,oyster124,8.02,3.93,
polyic_outplant_tag014_20250626.jpeg,20250626,14,oyster1,29.91,26.34,
polyic_outplant_tag014_20250626.jpeg,20250626,14,oyster2,22.78,20.48,
polyic_outplant_tag014_20250626.jpeg,20250626,14,oyster3,58.8,5.36,
polyic_outplant_tag014_20250626.jpeg,20250626,14,oyster4,22.14,18.04,
polyic_outplant_tag014_20250626.jpeg,20250626,14,oyster5,14.67,11.93,
polyic_outplant_tag014_20250626.jpeg,20250626,14,oyster6,12.8,6.71,
polyic_outplant_tag014_20250626.jpeg,20250626,14,oyster7,14.96,10.78,
polyic_outplant_tag014_20250626.jpeg,20250626,14,oyster8,13,12.53,
polyic_outplant_tag014_20250626.jpeg,20250626,14,oyster9,19.82,12.58,
polyic_outplant_tag014_20250626.jpeg,20250626,14,oyster10,16.25,9.58,
polyic_outplant_tag014_20250626.jpeg,20250626,14,oyster11,16.89,8.17,
polyic_outplant_tag014_20250626.jpeg,20250626,14,oyster12,16.79,11.13,
polyic_outplant_tag014_20250626.jpeg,20250626,14,oyster13,25.57,13.5,
polyic_outplant_tag014_20250626.jpeg,20250626,14,oyster14,13.68,13.64,
polyic_outplant_tag014_20250626.jpeg,20250626,14,oyster15,23.2,11.87,
polyic_outplant_tag014_20250626.jpeg,20250626,14,oyster16,15.84,11.23,
polyic_outplant_tag014_20250626.jpeg,20250626,14,oyster17,19.36,13.77,
polyic_outplant_tag014_20250626.jpeg,20250626,14,oyster18,10.31,9.97,
polyic_outplant_tag014_20250626.jpeg,20250626,14,oyster19,13,10.73,
polyic_outplant_tag014_20250626.jpeg,20250626,14,oyster20,13.61,11.63,
polyic_outplant_tag014_20250626.jpeg,20250626,14,oyster21,13.93,8.5,
polyic_outplant_tag014_20250626.jpeg,20250626,14,oyster22,14.32,14.28,
polyic_outplant_tag014_20250626.jpeg,20250626,14,oyster23,13.56,10.75,
polyic_outplant_tag014_20250626.jpeg,20250626,14,oyster24,12.81,10.9,
polyic_outplant_tag014_20250626.jpeg,20250626,14,oyster25,16.25,15.55,
polyic_outplant_tag014_20250626.jpeg,20250626,14,oyster26,14.63,9.67,
polyic_outplant_tag014_20250626.jpeg,20250626,14,oyster27,13.9,13.43,
polyic_outplant_tag014_20250626.jpeg,20250626,14,oyster28,20.98,9.13,
polyic_outplant_tag014_20250626.jpeg,20250626,14,oyster29,17.23,12.74,
polyic_outplant_tag014_20250626.jpeg,20250626,14,oyster30,13.67,9.78,
polyic_outplant_tag014_20250626.jpeg,20250626,14,oyster31,14.36,12.11,
polyic_outplant_tag014_20250626.jpeg,20250626,14,oyster32,11.67,10.38,
polyic_outplant_tag014_20250626.jpeg,20250626,14,oyster33,12.75,12.28,
polyic_outplant_tag014_20250626.jpeg,20250626,14,oyster34,14.32,14.26,
polyic_outplant_tag014_20250626.jpeg,20250626,14,oyster35,15.74,15.51,
polyic_outplant_tag014_20250626.jpeg,20250626,14,oyster36,11.35,8.04,
polyic_outplant_tag014_20250626.jpeg,20250626,14,oyster37,14.56,6.75,
polyic_outplant_tag014_20250626.jpeg,20250626,14,oyster38,10.34,8.94,
polyic_outplant_tag014_20250626.jpeg,20250626,14,oyster39,13.25,7.8,
polyic_outplant_tag014_20250626.jpeg,20250626,14,oyster40,11.64,8.47,
polyic_outplant_tag014_20250626.jpeg,20250626,14,oyster41,12.71,7.42,
polyic_outplant_tag014_20250626.jpeg,20250626,14,oyster42,15.23,14.82,
polyic_outplant_tag014_20250626.jpeg,20250626,14,oyster43,11.48,10.93,
polyic_outplant_tag014_20250626.jpeg,20250626,14,oyster44,10.36,8.37,
polyic_outplant_tag014_20250626.jpeg,20250626,14,oyster45,16.92,7.46,
polyic_outplant_tag014_20250626.jpeg,20250626,14,oyster46,11.61,7.64,
polyic_outplant_tag014_20250626.jpeg,20250626,14,oyster47,15.97,9.58,
polyic_outplant_tag014_20250626.jpeg,20250626,14,oyster48,12.19,8.29,
polyic_outplant_tag014_20250626.jpeg,20250626,14,oyster49,13.75,7.86,
polyic_outplant_tag014_20250626.jpeg,20250626,14,oyster50,16.54,14.26,
polyic_outplant_tag014_20250626.jpeg,20250626,14,oyster51,15.21,8.31,
polyic_outplant_tag014_20250626.jpeg,20250626,14,oyster52,12.63,7.24,
polyic_outplant_tag014_20250626.jpeg,20250626,14,oyster53,41.68,7.61,
polyic_outplant_tag014_20250626.jpeg,20250626,14,oyster54,10.76,6.63,
polyic_outplant_tag014_20250626.jpeg,20250626,14,oyster55,15.42,9.17,
polyic_outplant_tag014_20250626.jpeg,20250626,14,oyster56,13.48,6.6,
polyic_outplant_tag014_20250626.jpeg,20250626,14,oyster57,11.32,8,
polyic_outplant_tag014_20250626.jpeg,20250626,14,oyster58,12.42,9.79,
polyic_outplant_tag014_20250626.jpeg,20250626,14,oyster59,10.4,8.92,
polyic_outplant_tag014_20250626.jpeg,20250626,14,oyster60,11.45,8.9,
polyic_outplant_tag014_20250626.jpeg,20250626,14,oyster61,22.4,10.04,
polyic_outplant_tag014_20250626.jpeg,20250626,14,oyster62,15.8,7.42,
polyic_outplant_tag014_20250626.jpeg,20250626,14,oyster63,7.81,4.86,
polyic_outplant_tag014_20250626.jpeg,20250626,14,oyster64,10.91,6.09,
polyic_outplant_tag014_20250626.jpeg,20250626,14,oyster65,14.49,3.93,
polyic_outplant_tag014_20250626.jpeg,20250626,14,oyster66,8.86,4.91,
polyic_outplant_tag014_20250626.jpeg,20250626,14,oyster67,12.31,5.2,
polyic_outplant_tag014_20250626.jpeg,20250626,14,oyster68,10.88,7.95,
polyic_outplant_tag014_20250626.jpeg,20250626,14,oyster69,11.34,6.06,
polyic_outplant_tag014_20250626.jpeg,20250626,14,oyster70,10.62,9.34,
polyic_outplant_tag014_20250626.jpeg,20250626,14,oyster71,12.8,6.64,
polyic_outplant_tag014_20250626.jpeg,20250626,14,oyster72,16.7,6.06,
polyic_outplant_tag014_20250626.jpeg,20250626,14,oyster73,7.23,4.32,
polyic_outplant_tag014_20250626.jpeg,20250626,14,oyster74,13.01,4.71,
polyic_outplant_tag014_20250626.jpeg,20250626,14,oyster75,16.45,8.77,
polyic_outplant_tag014_20250626.jpeg,20250626,14,oyster76,10.79,6.65,
polyic_outplant_tag014_20250626.jpeg,20250626,14,oyster77,11.33,7.19,
polyic_outplant_tag014_20250626.jpeg,20250626,14,oyster78,7.74,5.77,
polyic_outplant_tag014_20250626.jpeg,20250626,14,oyster79,13.88,4.53,
polyic_outplant_tag014_20250626.jpeg,20250626,14,oyster80,10.17,6.69,
polyic_outplant_tag014_20250626.jpeg,20250626,14,oyster81,12.87,7.08,
polyic_outplant_tag014_20250626.jpeg,20250626,14,oyster82,10.07,6.23,
polyic_outplant_tag014_20250626.jpeg,20250626,14,oyster83,13.33,3.09,
polyic_outplant_tag014_20250626.jpeg,20250626,14,oyster84,10.54,5.9,
polyic_outplant_tag014_20250626.jpeg,20250626,14,oyster85,10.28,6.02,
polyic_outplant_tag014_20250626.jpeg,20250626,14,oyster86,24.23,1.48,
polyic_outplant_tag014_20250626.jpeg,20250626,14,oyster87,5.3,5.28,
polyic_outplant_tag014_20250626.jpeg,20250626,14,oyster88,11.91,3.99,
polyic_outplant_tag014_20250626.jpeg,20250626,14,oyster89,11.9,4.35,
polyic_outplant_tag014_20250626.jpeg,20250626,14,oyster90,7.19,5.6,
polyic_outplant_tag014_20250626.jpeg,20250626,14,oyster91,10.47,5.38,
polyic_outplant_tag014_20250626.jpeg,20250626,14,oyster92,10.36,4.52,
polyic_outplant_tag014_20250626.jpeg,20250626,14,oyster93,11.84,4.66,
polyic_outplant_tag014_20250626.jpeg,20250626,14,oyster94,6.56,5.53,
polyic_outplant_tag014_20250626.jpeg,20250626,14,oyster95,10.54,3.94,
polyic_outplant_tag014_20250626.jpeg,20250626,14,oyster96,9.96,7.5,
polyic_outplant_tag014_20250626.jpeg,20250626,14,oyster97,11.57,5.31,
polyic_outplant_tag014_20250626.jpeg,20250626,14,oyster98,9.43,5.3,
polyic_outplant_tag014_20250626.jpeg,20250626,14,oyster99,9.93,5.11,
polyic_outplant_tag014_20250626.jpeg,20250626,14,oyster100,6.82,6.68,
polyic_outplant_tag014_20250626.jpeg,20250626,14,oyster101,12.75,8.83,
polyic_outplant_tag014_20250626.jpeg,20250626,14,oyster102,7.51,5.73,
polyic_outplant_tag014_20250626.jpeg,20250626,14,oyster103,9.71,4.37,
polyic_outplant_tag014_20250626.jpeg,20250626,14,oyster104,6.36,3.9,
polyic_outplant_tag014_20250626.jpeg,20250626,14,oyster105,9,4.35,
polyic_outplant_tag014_20250626.jpeg,20250626,14,oyster106,7.11,3.84,
polyic_outplant_tag014_20250626.jpeg,20250626,14,oyster107,8.55,6.27,
polyic_outplant_tag014_20250626.jpeg,20250626,14,oyster108,6.01,4.45,
polyic_outplant_tag014_20250626.jpeg,20250626,14,oyster109,11.17,5.17,
polyic_outplant_tag014_20250626.jpeg,20250626,14,oyster110,11.54,4.71,
polyic_outplant_tag014_20250626.jpeg,20250626,14,oyster111,7.44,3.18,
polyic_outplant_tag014_20250626.jpeg,20250626,14,oyster112,8.85,5.26,
polyic_outplant_tag015_20250626.jpeg,20250626,15,oyster1,20.29,15.71,
polyic_outplant_tag015_20250626.jpeg,20250626,15,oyster2,29.56,17.48,
polyic_outplant_tag015_20250626.jpeg,20250626,15,oyster3,28.63,21.01,
polyic_outplant_tag015_20250626.jpeg,20250626,15,oyster4,22.2,22.2,
polyic_outplant_tag015_20250626.jpeg,20250626,15,oyster5,21.82,15.1,
polyic_outplant_tag015_20250626.jpeg,20250626,15,oyster6,12.23,11.46,
polyic_outplant_tag015_20250626.jpeg,20250626,15,oyster7,15.54,15.02,
polyic_outplant_tag015_20250626.jpeg,20250626,15,oyster8,21.28,15.17,
polyic_outplant_tag015_20250626.jpeg,20250626,15,oyster9,17.99,11.09,
polyic_outplant_tag015_20250626.jpeg,20250626,15,oyster10,21.08,18.43,
polyic_outplant_tag015_20250626.jpeg,20250626,15,oyster11,15.41,11.27,
polyic_outplant_tag015_20250626.jpeg,20250626,15,oyster12,15.74,13.87,
polyic_outplant_tag015_20250626.jpeg,20250626,15,oyster13,12.81,6.01,
polyic_outplant_tag015_20250626.jpeg,20250626,15,oyster14,13.11,12.53,
polyic_outplant_tag015_20250626.jpeg,20250626,15,oyster15,11.8,8.51,
polyic_outplant_tag015_20250626.jpeg,20250626,15,oyster16,20.05,11.77,
polyic_outplant_tag015_20250626.jpeg,20250626,15,oyster17,14.95,10.81,
polyic_outplant_tag015_20250626.jpeg,20250626,15,oyster18,19.9,10.94,
polyic_outplant_tag015_20250626.jpeg,20250626,15,oyster19,14,10.1,
polyic_outplant_tag015_20250626.jpeg,20250626,15,oyster20,14.93,12.91,
polyic_outplant_tag015_20250626.jpeg,20250626,15,oyster21,18.52,11.91,
polyic_outplant_tag015_20250626.jpeg,20250626,15,oyster22,16.93,15.4,
polyic_outplant_tag015_20250626.jpeg,20250626,15,oyster23,18.81,13.26,
polyic_outplant_tag015_20250626.jpeg,20250626,15,oyster24,18.32,10.13,
polyic_outplant_tag015_20250626.jpeg,20250626,15,oyster25,18.93,13.36,
polyic_outplant_tag015_20250626.jpeg,20250626,15,oyster26,20.89,9.9,
polyic_outplant_tag015_20250626.jpeg,20250626,15,oyster27,15.43,12.83,
polyic_outplant_tag015_20250626.jpeg,20250626,15,oyster28,16.29,8.9,
polyic_outplant_tag015_20250626.jpeg,20250626,15,oyster29,17.42,11.66,
polyic_outplant_tag015_20250626.jpeg,20250626,15,oyster30,16.02,7.77,
polyic_outplant_tag015_20250626.jpeg,20250626,15,oyster31,13.25,12.29,
polyic_outplant_tag015_20250626.jpeg,20250626,15,oyster32,14.22,10.58,
polyic_outplant_tag015_20250626.jpeg,20250626,15,oyster33,14.43,11.42,
polyic_outplant_tag015_20250626.jpeg,20250626,15,oyster34,16.11,10.82,
polyic_outplant_tag015_20250626.jpeg,20250626,15,oyster35,14.31,11.34,
polyic_outplant_tag015_20250626.jpeg,20250626,15,oyster36,25.19,21.98,
polyic_outplant_tag015_20250626.jpeg,20250626,15,oyster37,14.04,10.69,
polyic_outplant_tag015_20250626.jpeg,20250626,15,oyster38,15.11,10.26,
polyic_outplant_tag015_20250626.jpeg,20250626,15,oyster39,40.34,7.05,
polyic_outplant_tag015_20250626.jpeg,20250626,15,oyster40,11.09,9.27,
polyic_outplant_tag015_20250626.jpeg,20250626,15,oyster41,12.25,9.88,
polyic_outplant_tag015_20250626.jpeg,20250626,15,oyster42,11.27,10.6,
polyic_outplant_tag015_20250626.jpeg,20250626,15,oyster43,12.49,7.05,
polyic_outplant_tag015_20250626.jpeg,20250626,15,oyster44,14.81,9.38,
polyic_outplant_tag015_20250626.jpeg,20250626,15,oyster45,18.63,12.77,
polyic_outplant_tag015_20250626.jpeg,20250626,15,oyster46,13.73,6.79,
polyic_outplant_tag015_20250626.jpeg,20250626,15,oyster47,15.08,12.1,
polyic_outplant_tag015_20250626.jpeg,20250626,15,oyster48,10.26,9,
polyic_outplant_tag015_20250626.jpeg,20250626,15,oyster49,8.79,7.6,
polyic_outplant_tag015_20250626.jpeg,20250626,15,oyster50,12.03,8.64,
polyic_outplant_tag015_20250626.jpeg,20250626,15,oyster51,13.02,9.76,
polyic_outplant_tag015_20250626.jpeg,20250626,15,oyster52,14.5,5.58,
polyic_outplant_tag015_20250626.jpeg,20250626,15,oyster53,12.88,6.09,
polyic_outplant_tag015_20250626.jpeg,20250626,15,oyster54,28.24,7.39,
polyic_outplant_tag015_20250626.jpeg,20250626,15,oyster55,14.16,6.38,
polyic_outplant_tag015_20250626.jpeg,20250626,15,oyster56,12.57,10.24,
polyic_outplant_tag015_20250626.jpeg,20250626,15,oyster57,7.05,6.84,
polyic_outplant_tag015_20250626.jpeg,20250626,15,oyster58,17.22,7.68,
polyic_outplant_tag015_20250626.jpeg,20250626,15,oyster59,13.23,8.63,
polyic_outplant_tag015_20250626.jpeg,20250626,15,oyster60,13.75,6.26,
polyic_outplant_tag015_20250626.jpeg,20250626,15,oyster61,16.72,4.88,
polyic_outplant_tag015_20250626.jpeg,20250626,15,oyster62,14.27,6.47,
polyic_outplant_tag015_20250626.jpeg,20250626,15,oyster63,13.42,4.99,
polyic_outplant_tag015_20250626.jpeg,20250626,15,oyster64,18.36,5.23,
polyic_outplant_tag015_20250626.jpeg,20250626,15,oyster65,17.29,5.54,
polyic_outplant_tag015_20250626.jpeg,20250626,15,oyster66,16.36,8.01,
polyic_outplant_tag015_20250626.jpeg,20250626,15,oyster67,11.65,8.25,
polyic_outplant_tag015_20250626.jpeg,20250626,15,oyster68,17.11,8.84,
polyic_outplant_tag015_20250626.jpeg,20250626,15,oyster69,9.54,6.33,
polyic_outplant_tag015_20250626.jpeg,20250626,15,oyster70,9.77,5.64,
polyic_outplant_tag015_20250626.jpeg,20250626,15,oyster71,9.07,8.53,
polyic_outplant_tag015_20250626.jpeg,20250626,15,oyster72,9.57,5.43,
polyic_outplant_tag015_20250626.jpeg,20250626,15,oyster73,8.85,8.6,
polyic_outplant_tag015_20250626.jpeg,20250626,15,oyster74,15.41,6.36,
polyic_outplant_tag015_20250626.jpeg,20250626,15,oyster75,12.76,4.23,
polyic_outplant_tag015_20250626.jpeg,20250626,15,oyster76,8.6,5.82,
polyic_outplant_tag015_20250626.jpeg,20250626,15,oyster77,14.15,6.68,
polyic_outplant_tag015_20250626.jpeg,20250626,15,oyster78,13.12,7.27,
polyic_outplant_tag015_20250626.jpeg,20250626,15,oyster79,6.9,5.8,
polyic_outplant_tag015_20250626.jpeg,20250626,15,oyster80,11.6,5.92,
polyic_outplant_tag015_20250626.jpeg,20250626,15,oyster81,14.61,3.82,
polyic_outplant_tag015_20250626.jpeg,20250626,15,oyster82,9.3,8.06,
polyic_outplant_tag015_20250626.jpeg,20250626,15,oyster83,9.65,8.27,
polyic_outplant_tag015_20250626.jpeg,20250626,15,oyster84,15.41,4.38,
polyic_outplant_tag015_20250626.jpeg,20250626,15,oyster85,7.88,6.04,
polyic_outplant_tag015_20250626.jpeg,20250626,15,oyster86,8.25,6.68,
polyic_outplant_tag015_20250626.jpeg,20250626,15,oyster87,11.53,4.73,
polyic_outplant_tag015_20250626.jpeg,20250626,15,oyster88,15.81,6.44,
polyic_outplant_tag015_20250626.jpeg,20250626,15,oyster89,9.16,5.61,
polyic_outplant_tag015_20250626.jpeg,20250626,15,oyster90,6.47,5.83,
polyic_outplant_tag015_20250626.jpeg,20250626,15,oyster91,10.01,5.68,
polyic_outplant_tag015_20250626.jpeg,20250626,15,oyster92,14.85,6.71,
polyic_outplant_tag015_20250626.jpeg,20250626,15,oyster93,14.82,3.65,
polyic_outplant_tag015_20250626.jpeg,20250626,15,oyster94,8.35,5.43,
polyic_outplant_tag015_20250626.jpeg,20250626,15,oyster95,16.5,4.36,
polyic_outplant_tag015_20250626.jpeg,20250626,15,oyster96,8.2,6.1,
polyic_outplant_tag015_20250626.jpeg,20250626,15,oyster97,9.33,6.77,
polyic_outplant_tag015_20250626.jpeg,20250626,15,oyster98,9.23,4.59,
polyic_outplant_tag015_20250626.jpeg,20250626,15,oyster99,7.11,6.65,
polyic_outplant_tag015_20250626.jpeg,20250626,15,oyster100,10.98,5.5,
polyic_outplant_tag015_20250626.jpeg,20250626,15,oyster101,10.45,7.72,
polyic_outplant_tag015_20250626.jpeg,20250626,15,oyster102,12,4.69,
polyic_outplant_tag015_20250626.jpeg,20250626,15,oyster103,6.62,5.12,
polyic_outplant_tag015_20250626.jpeg,20250626,15,oyster104,9.69,4.43,
